Age,Gender,Department,JobRole,MaritalStatus,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,EnvironmentSatisfaction,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,PerformanceRating,Education,Attrition
35,Male,Human Resources,Manufacturing Director,Married,9417,9,3,2,4,1,No,Travel_Rarely,8,0,0,0,3,4,No
57,Male,Research & Development,Manager,Married,3324,3,4,4,3,1,No,Travel_Rarely,25,7,2,0,3,4,No
18,Male,Sales,Manufacturing Director,Married,3920,5,4,3,1,2,No,Travel_Rarely,6,0,1,3,3,4,No
28,Female,Sales,Sales Representative,Single,16848,3,2,4,3,3,Yes,Travel_Rarely,17,5,4,3,3,4,No
45,Female,Sales,Sales Representative,Married,4143,7,4,1,4,3,No,Travel_Rarely,19,6,3,2,3,3,No
42,Male,Research & Development,Healthcare Representative,Married,6936,3,3,3,2,4,Yes,Non-Travel,1,9,0,0,4,4,Yes
40,Male,Human Resources,Healthcare Representative,Single,3040,6,4,1,4,4,Yes,Travel_Frequently,15,1,6,1,3,4,No
48,Male,Sales,Research Director,Married,1860,6,1,1,4,3,No,Travel_Rarely,13,3,6,1,3,4,Yes
47,Female,Research & Development,Sales Representative,Married,10930,3,2,1,4,4,No,Travel_Frequently,21,2,0,2,3,2,Yes
59,Male,Human Resources,Sales Representative,Single,19823,2,2,4,4,3,No,Travel_Rarely,3,8,4,0,3,4,No
52,Female,Sales,Manager,Divorced,14112,4,4,2,4,2,No,Travel_Rarely,2,6,5,3,3,1,No
24,Male,Sales,Sales Representative,Married,15150,8,3,4,1,4,No,Travel_Rarely,3,1,1,0,4,4,No
33,Female,Research & Development,Sales Representative,Single,14218,5,2,4,3,3,No,Travel_Rarely,9,5,3,3,4,4,No
43,Male,Sales,Research Scientist,Married,3052,10,1,1,2,4,No,Travel_Frequently,27,8,1,1,3,3,Yes
19,Male,Sales,Research Scientist,Single,10163,4,1,3,4,2,No,Travel_Rarely,16,2,1,2,3,4,No
18,Male,Human Resources,Sales Representative,Married,11450,1,2,2,2,4,Yes,Travel_Rarely,24,5,4,2,4,2,Yes
29,Male,Research & Development,Sales Representative,Married,18114,4,3,1,1,3,No,Travel_Rarely,13,2,3,2,3,5,No
22,Female,Research & Development,Sales Representative,Single,5890,7,3,2,3,4,No,Travel_Rarely,19,2,4,3,3,4,No
54,Male,Research & Development,Healthcare Representative,Single,8760,7,4,4,4,4,No,Travel_Rarely,27,3,4,1,4,4,No
49,Male,Research & Development,Sales Executive,Single,4804,6,4,2,1,3,No,Travel_Rarely,18,8,5,1,3,4,Yes
26,Female,Research & Development,Research Scientist,Married,18513,7,2,2,1,1,No,Travel_Rarely,21,7,0,2,3,3,No
58,Male,Sales,Human Resources,Married,5440,7,4,3,3,4,No,Travel_Frequently,12,0,6,2,3,5,No
52,Male,Sales,Research Director,Single,3141,2,4,1,4,4,No,Travel_Rarely,28,0,5,3,3,3,No
36,Female,Research & Development,Research Director,Single,13655,2,4,2,3,2,No,Travel_Rarely,29,6,6,3,3,3,Yes
33,Female,Sales,Sales Executive,Married,2138,9,1,2,3,1,Yes,Travel_Rarely,12,2,5,0,3,3,Yes
20,Male,Sales,Manager,Single,7695,1,4,4,2,2,Yes,Travel_Frequently,1,6,4,3,3,2,Yes
37,Female,Research & Development,Human Resources,Married,14054,5,2,4,2,3,No,Travel_Rarely,20,8,5,0,3,5,No
41,Female,Sales,Research Director,Married,13144,7,3,2,3,3,Yes,Travel_Frequently,8,2,6,2,3,2,No
50,Male,Human Resources,Laboratory Technician,Married,3550,3,4,1,2,2,No,Non-Travel,17,2,5,1,3,2,No
41,Female,Research & Development,Manufacturing Director,Divorced,4221,8,3,2,1,4,No,Non-Travel,21,1,2,3,3,5,No
28,Female,Sales,Laboratory Technician,Divorced,8919,6,4,2,3,1,Yes,Travel_Frequently,28,9,3,1,4,2,Yes
25,Female,Sales,Manager,Married,7119,7,2,3,4,2,Yes,Travel_Frequently,20,0,0,3,3,5,No
53,Female,Research & Development,Human Resources,Married,17696,5,1,1,4,2,No,Travel_Rarely,22,8,6,3,3,4,No
55,Male,Research & Development,Research Director,Divorced,13718,3,2,3,1,3,No,Travel_Frequently,7,5,3,0,3,3,No
57,Male,Research & Development,Manufacturing Director,Single,15649,9,1,1,4,4,No,Travel_Rarely,9,5,0,3,3,2,No
37,Male,Research & Development,Research Scientist,Single,6673,5,4,1,4,1,No,Non-Travel,17,7,2,2,3,5,No
52,Male,Research & Development,Research Director,Single,6606,8,4,1,3,2,No,Travel_Rarely,27,4,4,1,3,1,No
42,Male,Human Resources,Research Director,Married,10392,12,1,3,1,1,No,Travel_Rarely,10,8,6,3,3,2,No
52,Female,Research & Development,Manager,Married,13982,5,2,3,3,1,No,Travel_Rarely,4,4,0,1,3,2,No
42,Male,Research & Development,Research Director,Married,18574,6,2,3,1,2,No,Travel_Rarely,22,1,0,1,4,5,Yes
46,Male,Research & Development,Human Resources,Married,13845,2,1,4,3,1,Yes,Travel_Rarely,26,5,0,1,3,1,Yes
35,Female,Research & Development,Sales Executive,Married,6230,2,4,3,3,3,No,Travel_Rarely,7,8,2,3,3,1,Yes
35,Female,Research & Development,Human Resources,Single,10620,8,1,4,2,4,No,Travel_Frequently,7,2,3,0,4,4,No
19,Female,Research & Development,Research Scientist,Married,6032,3,4,4,4,4,Yes,Travel_Rarely,8,9,2,1,4,2,No
52,Male,Research & Development,Sales Executive,Single,12922,5,1,4,1,4,Yes,Travel_Rarely,26,3,0,1,3,3,Yes
33,Female,Research & Development,Research Director,Single,16823,3,4,2,4,3,No,Travel_Frequently,24,9,5,3,3,2,No
58,Female,Sales,Research Director,Married,9807,5,1,2,2,3,Yes,Travel_Rarely,24,7,0,3,3,3,No
53,Male,Research & Development,Manufacturing Director,Married,19705,3,3,2,1,3,Yes,Travel_Rarely,8,5,5,2,3,3,No
50,Male,Sales,Research Director,Married,10818,4,4,4,2,4,No,Travel_Rarely,16,6,4,2,3,5,No
21,Female,Sales,Sales Representative,Married,3300,5,2,4,4,1,No,Travel_Frequently,12,6,2,0,4,2,Yes
50,Male,Human Resources,Research Scientist,Married,8537,6,1,1,3,3,No,Travel_Rarely,15,3,5,0,3,5,No
31,Male,Research & Development,Healthcare Representative,Married,5094,6,2,4,2,2,No,Travel_Rarely,8,5,2,0,3,4,No
38,Male,Sales,Manufacturing Director,Married,6297,8,1,2,2,3,No,Travel_Rarely,22,8,1,0,3,3,No
37,Male,Sales,Laboratory Technician,Married,19650,7,2,4,3,2,No,Travel_Rarely,9,2,3,1,3,1,No
25,Male,Research & Development,Sales Executive,Married,2414,6,2,4,4,4,Yes,Travel_Rarely,3,7,1,3,4,3,No
24,Male,Research & Development,Healthcare Representative,Married,11174,8,1,1,2,2,No,Non-Travel,22,6,5,2,3,4,No
20,Male,Sales,Research Director,Married,4467,9,1,4,4,3,No,Travel_Frequently,21,3,1,1,3,3,No
34,Male,Sales,Human Resources,Single,15209,6,2,3,3,3,No,Travel_Rarely,16,9,6,3,3,5,No
50,Female,Sales,Sales Representative,Married,18314,7,2,1,1,1,No,Travel_Rarely,15,2,3,3,4,2,No
29,Female,Sales,Sales Executive,Married,4783,8,2,4,2,4,No,Travel_Frequently,24,6,5,1,3,1,Yes
39,Male,Sales,Sales Executive,Single,14451,2,4,4,4,2,No,Travel_Rarely,4,9,4,1,4,5,No
39,Female,Research & Development,Sales Executive,Divorced,10030,3,4,1,3,4,No,Travel_Rarely,20,8,4,2,3,2,No
47,Male,Sales,Research Scientist,Single,8440,2,3,4,3,3,No,Travel_Rarely,29,9,3,0,3,1,Yes
55,Male,Sales,Sales Executive,Single,13579,4,4,2,2,1,No,Travel_Rarely,16,2,3,0,3,4,No
55,Female,Research & Development,Manufacturing Director,Single,17117,7,4,3,1,3,No,Non-Travel,10,9,5,2,3,3,Yes
25,Male,Research & Development,Human Resources,Married,19104,7,1,3,2,3,No,Travel_Rarely,11,8,2,2,3,1,No
44,Male,Sales,Manufacturing Director,Married,9364,9,3,2,4,3,No,Travel_Rarely,26,7,6,0,4,4,No
44,Male,Sales,Manufacturing Director,Married,17320,6,3,4,3,2,Yes,Travel_Rarely,29,2,5,1,3,2,No
51,Female,Research & Development,Sales Representative,Married,15537,2,4,4,1,3,Yes,Travel_Frequently,5,7,2,0,3,1,No
38,Male,Research & Development,Human Resources,Married,11123,4,1,3,4,4,No,Travel_Rarely,11,3,2,3,3,4,No
47,Male,Human Resources,Sales Representative,Single,17029,9,1,4,2,4,No,Travel_Rarely,29,5,2,3,3,2,No
50,Female,Research & Development,Sales Executive,Single,13513,3,3,3,3,1,Yes,Travel_Rarely,13,9,5,2,3,5,Yes
45,Male,Research & Development,Sales Executive,Married,10302,3,1,3,2,4,Yes,Travel_Rarely,15,1,0,0,3,3,Yes
50,Male,Research & Development,Manufacturing Director,Married,2345,9,2,2,1,3,No,Travel_Rarely,6,7,0,0,3,4,No
22,Male,Research & Development,Manufacturing Director,Single,6146,3,4,3,1,3,No,Travel_Rarely,16,8,4,3,3,5,Yes
36,Male,Sales,Sales Executive,Single,11796,7,2,4,1,4,No,Travel_Rarely,15,6,0,0,3,2,No
21,Male,Research & Development,Manager,Single,17575,7,3,4,1,1,No,Travel_Rarely,11,7,0,2,3,1,No
52,Female,Sales,Research Scientist,Married,15719,3,3,1,1,1,No,Non-Travel,20,6,2,2,3,3,No
34,Female,Sales,Healthcare Representative,Single,5610,4,1,4,2,4,Yes,Travel_Rarely,2,9,2,3,4,2,Yes
45,Male,Research & Development,Research Director,Single,9006,1,1,1,1,2,No,Travel_Rarely,28,3,3,0,3,4,Yes
47,Male,Sales,Laboratory Technician,Married,10805,3,3,3,1,2,No,Travel_Rarely,28,0,2,0,3,3,No
46,Male,Sales,Human Resources,Married,18171,5,3,4,3,2,Yes,Travel_Rarely,2,2,5,3,3,5,No
23,Male,Research & Development,Sales Representative,Married,14116,5,2,2,1,2,No,Travel_Rarely,12,6,3,1,3,3,No
52,Male,Research & Development,Human Resources,Married,10236,6,2,2,3,4,No,Non-Travel,16,6,6,1,3,5,No
58,Male,Sales,Sales Executive,Married,14784,1,1,2,3,1,No,Travel_Frequently,19,2,3,0,4,2,Yes
54,Male,Sales,Healthcare Representative,Married,2071,6,2,3,3,3,No,Travel_Rarely,2,0,0,2,3,1,Yes
41,Male,Sales,Laboratory Technician,Divorced,19955,6,1,3,2,3,No,Travel_Rarely,17,9,2,1,3,3,No
46,Male,Sales,Manufacturing Director,Single,12416,1,1,1,2,4,No,Travel_Rarely,14,8,0,0,3,1,No
48,Male,Research & Development,Manufacturing Director,Married,6161,3,4,2,4,3,No,Travel_Rarely,24,5,2,1,3,1,Yes
52,Male,Sales,Sales Representative,Married,8869,6,1,1,4,2,No,Travel_Rarely,28,6,0,3,3,3,No
50,Male,Research & Development,Research Director,Single,19104,8,2,1,3,1,No,Travel_Rarely,16,0,6,1,3,3,No
38,Female,Sales,Healthcare Representative,Married,5230,8,3,4,2,4,No,Non-Travel,5,0,0,1,4,1,No
49,Male,Human Resources,Sales Representative,Single,14476,8,3,4,1,1,No,Travel_Rarely,10,3,0,3,3,4,No
40,Male,Research & Development,Laboratory Technician,Married,12616,8,2,2,4,4,No,Travel_Rarely,17,6,5,2,3,4,No
50,Male,Human Resources,Laboratory Technician,Married,3850,2,3,3,2,4,Yes,Travel_Frequently,13,7,6,0,4,3,Yes
20,Male,Research & Development,Laboratory Technician,Single,13492,6,1,4,1,4,No,Travel_Rarely,16,9,4,2,3,1,No
35,Female,Research & Development,Manufacturing Director,Married,2965,4,3,3,1,4,No,Travel_Rarely,9,8,6,2,4,1,No
42,Female,Research & Development,Manager,Married,3833,8,2,1,2,1,Yes,Travel_Rarely,24,0,0,1,3,2,No
59,Male,Research & Development,Healthcare Representative,Married,1945,11,3,1,4,3,Yes,Travel_Rarely,4,3,1,0,3,1,No
48,Female,Sales,Research Director,Married,16069,2,1,1,2,4,No,Non-Travel,24,3,1,1,4,4,No
20,Male,Sales,Healthcare Representative,Single,9632,5,1,1,4,2,Yes,Non-Travel,29,2,1,3,3,2,Yes
57,Male,Sales,Healthcare Representative,Married,16086,10,2,2,3,4,Yes,Non-Travel,28,6,5,2,3,4,No
41,Male,Sales,Research Scientist,Divorced,4432,4,2,1,2,1,No,Travel_Frequently,29,0,3,2,3,5,No
49,Female,Research & Development,Healthcare Representative,Single,6294,8,2,4,2,4,Yes,Travel_Rarely,26,8,0,3,3,3,No
39,Male,Research & Development,Sales Representative,Married,16952,4,4,1,4,2,No,Non-Travel,16,7,6,0,4,5,No
40,Female,Research & Development,Research Scientist,Married,10955,3,4,3,4,1,No,Non-Travel,23,1,1,2,4,3,No
19,Male,Sales,Manager,Married,12226,6,1,4,2,4,No,Travel_Rarely,27,1,5,2,4,4,No
44,Male,Sales,Sales Representative,Single,12033,7,4,3,1,2,No,Travel_Rarely,11,7,3,0,3,4,Yes
59,Female,Sales,Healthcare Representative,Married,3628,4,4,3,1,1,No,Travel_Rarely,7,0,1,1,3,5,No
19,Female,Research & Development,Human Resources,Married,14060,7,3,2,1,4,No,Travel_Rarely,17,6,2,3,3,3,No
43,Female,Research & Development,Manufacturing Director,Divorced,10930,4,4,2,3,2,No,Travel_Rarely,22,8,4,0,4,3,No
34,Female,Sales,Sales Executive,Single,6605,3,3,3,3,1,No,Non-Travel,13,2,0,3,3,2,No
57,Male,Research & Development,Research Director,Divorced,2606,4,2,3,4,4,No,Non-Travel,4,6,4,3,3,1,No
50,Male,Research & Development,Research Director,Married,10002,6,3,1,3,1,No,Travel_Rarely,14,5,4,2,4,2,No
26,Male,Research & Development,Sales Representative,Single,3668,6,3,4,1,2,No,Travel_Rarely,10,6,2,0,3,4,Yes
60,Male,Sales,Research Director,Married,16361,8,2,1,2,4,No,Travel_Frequently,10,6,2,3,3,5,No
56,Female,Research & Development,Research Scientist,Married,17312,7,2,2,3,4,No,Travel_Rarely,10,9,2,1,3,3,No
46,Female,Sales,Laboratory Technician,Single,16699,2,1,2,3,4,No,Travel_Rarely,27,0,3,3,3,2,No
59,Female,Research & Development,Human Resources,Single,18020,6,1,1,1,2,No,Travel_Frequently,12,2,1,2,3,5,Yes
43,Male,Research & Development,Sales Executive,Divorced,17734,4,1,4,3,3,No,Non-Travel,2,9,6,1,3,5,No
52,Female,Research & Development,Research Director,Divorced,7229,2,1,3,4,4,Yes,Non-Travel,26,0,0,1,3,1,Yes
42,Female,Sales,Research Director,Single,10876,9,3,1,2,2,No,Travel_Rarely,23,4,2,0,3,3,Yes
41,Male,Sales,Sales Representative,Single,5364,5,3,2,1,1,No,Travel_Rarely,9,2,5,1,3,5,No
30,Male,Research & Development,Healthcare Representative,Married,3189,3,1,4,4,1,No,Non-Travel,29,0,0,0,3,3,Yes
24,Female,Research & Development,Manufacturing Director,Married,13393,2,4,2,1,2,Yes,Travel_Rarely,5,1,6,0,3,2,No
53,Male,Research & Development,Manager,Single,9074,6,1,4,4,3,No,Travel_Frequently,8,9,0,1,3,5,Yes
37,Female,Research & Development,Sales Executive,Divorced,19008,3,4,4,2,2,No,Travel_Rarely,21,4,0,0,3,5,No
18,Male,Research & Development,Healthcare Representative,Single,19120,6,2,4,2,1,No,Travel_Rarely,14,2,2,0,3,2,No
25,Male,Research & Development,Manufacturing Director,Married,12545,5,3,1,4,1,No,Travel_Rarely,7,5,2,1,3,3,No
33,Male,Research & Development,Manufacturing Director,Married,15999,2,3,1,4,4,No,Travel_Rarely,7,8,1,2,3,3,No
31,Male,Research & Development,Sales Representative,Married,17676,7,4,1,4,3,No,Non-Travel,9,5,6,3,3,5,No
29,Male,Research & Development,Human Resources,Single,19980,6,1,4,4,2,No,Travel_Rarely,3,1,2,0,3,2,No
40,Male,Sales,Research Director,Married,10045,5,3,4,4,1,No,Non-Travel,14,1,2,0,3,4,Yes
32,Female,Research & Development,Research Director,Divorced,9014,8,4,2,4,1,No,Non-Travel,17,7,0,1,3,3,No
45,Female,Human Resources,Healthcare Representative,Married,2526,3,2,3,2,1,No,Travel_Rarely,18,7,1,3,4,4,No
51,Male,Sales,Manager,Married,15632,5,2,1,4,2,No,Travel_Frequently,12,5,4,3,4,5,No
19,Male,Research & Development,Research Scientist,Single,13162,5,3,4,3,2,Yes,Travel_Rarely,22,9,2,0,3,4,No
49,Male,Research & Development,Laboratory Technician,Divorced,11906,4,1,2,2,3,No,Travel_Frequently,14,6,5,1,3,4,No
40,Female,Research & Development,Healthcare Representative,Divorced,9457,3,4,2,1,4,No,Travel_Rarely,26,0,2,2,4,3,Yes
39,Male,Research & Development,Research Scientist,Married,16351,3,3,2,2,4,No,Travel_Rarely,26,8,4,3,3,5,No
42,Male,Sales,Laboratory Technician,Married,9706,5,2,1,1,4,No,Travel_Rarely,28,4,0,2,3,4,Yes
39,Male,Research & Development,Manufacturing Director,Divorced,9087,5,1,1,1,1,No,Travel_Rarely,13,8,6,1,3,3,No
39,Female,Sales,Manager,Single,2692,6,4,3,3,4,Yes,Non-Travel,14,1,1,2,3,4,Yes
59,Male,Human Resources,Healthcare Representative,Married,12022,6,3,2,4,1,No,Travel_Rarely,9,7,0,1,4,3,No
23,Female,Research & Development,Manufacturing Director,Married,6475,6,4,1,4,3,No,Travel_Rarely,19,6,6,0,3,5,No
32,Female,Research & Development,Research Scientist,Married,3733,6,1,2,2,1,No,Travel_Rarely,26,3,3,2,3,2,Yes
60,Male,Research & Development,Healthcare Representative,Married,19564,7,1,4,4,3,Yes,Travel_Frequently,2,2,2,0,4,3,No
54,Male,Sales,Healthcare Representative,Married,13673,2,2,2,3,3,No,Travel_Rarely,11,3,6,0,3,3,No
50,Male,Sales,Sales Representative,Single,19474,5,1,3,2,4,No,Travel_Rarely,17,3,5,1,3,4,No
25,Male,Sales,Sales Executive,Married,19824,3,3,1,2,4,No,Travel_Rarely,2,9,6,2,3,5,No
22,Male,Research & Development,Manufacturing Director,Married,15039,1,4,4,2,1,No,Travel_Rarely,19,9,3,3,3,1,No
56,Male,Research & Development,Healthcare Representative,Married,12674,8,1,1,4,2,No,Travel_Frequently,7,7,2,2,3,1,No
21,Female,Research & Development,Research Director,Single,19402,0,1,4,4,4,Yes,Travel_Frequently,18,3,3,3,4,2,Yes
23,Male,Research & Development,Research Director,Single,6816,4,3,2,4,4,No,Travel_Frequently,13,4,4,0,3,5,No
49,Male,Human Resources,Sales Executive,Married,15574,3,4,2,2,2,No,Travel_Rarely,5,1,2,0,3,3,No
47,Male,Sales,Healthcare Representative,Divorced,11552,3,4,3,2,2,Yes,Non-Travel,18,3,5,1,3,1,No
52,Male,Research & Development,Sales Executive,Divorced,19138,2,2,3,1,4,No,Travel_Rarely,23,6,2,3,3,2,No
57,Male,Sales,Sales Executive,Divorced,17385,3,2,4,1,2,No,Non-Travel,26,2,3,2,3,5,Yes
33,Male,Research & Development,Research Scientist,Married,9091,8,4,3,4,1,Yes,Travel_Rarely,24,0,1,1,3,2,No
30,Male,Sales,Research Scientist,Single,2774,6,3,3,2,3,No,Travel_Rarely,24,7,3,1,3,1,No
59,Female,Research & Development,Human Resources,Divorced,5933,4,3,3,4,3,No,Travel_Rarely,29,7,2,1,4,4,Yes
47,Male,Sales,Manufacturing Director,Married,16463,6,2,3,4,4,No,Travel_Rarely,16,5,2,2,3,4,No
36,Female,Sales,Laboratory Technician,Married,5772,5,1,2,1,4,No,Travel_Rarely,15,6,6,1,3,5,Yes
34,Male,Research & Development,Sales Executive,Married,7095,1,3,3,3,1,No,Travel_Frequently,8,9,1,2,3,2,No
36,Female,Sales,Research Scientist,Married,15713,3,1,2,4,2,No,Travel_Rarely,26,1,0,1,3,3,No
45,Male,Research & Development,Manager,Married,10905,3,3,2,3,4,Yes,Non-Travel,15,4,1,3,3,1,No
43,Female,Research & Development,Human Resources,Single,10028,3,4,1,3,3,No,Travel_Rarely,25,6,0,0,3,4,Yes
54,Male,Research & Development,Healthcare Representative,Married,11703,9,2,2,2,1,No,Travel_Rarely,1,8,5,3,3,4,No
43,Male,Research & Development,Manufacturing Director,Single,4820,2,1,2,2,1,No,Travel_Frequently,28,0,2,3,3,2,Yes
40,Male,Research & Development,Healthcare Representative,Divorced,10787,3,1,3,4,2,No,Travel_Rarely,17,2,6,1,3,4,No
26,Male,Sales,Human Resources,Married,14680,5,4,2,1,4,Yes,Travel_Rarely,15,5,4,3,4,2,No
29,Male,Sales,Sales Representative,Married,7033,4,3,4,1,4,No,Travel_Frequently,14,6,4,3,3,1,No
18,Female,Research & Development,Research Director,Divorced,11316,3,1,3,4,1,No,Travel_Rarely,14,5,3,3,3,2,No
18,Male,Research & Development,Manufacturing Director,Married,16359,3,3,3,4,3,No,Travel_Rarely,10,0,1,1,3,4,No
51,Female,Research & Development,Research Director,Single,18501,0,4,3,1,4,No,Non-Travel,2,3,1,2,3,2,No
49,Male,Research & Development,Manager,Single,4196,2,2,1,3,3,No,Travel_Rarely,27,5,4,0,3,4,No
42,Male,Research & Development,Healthcare Representative,Married,3391,7,1,3,4,1,No,Non-Travel,6,7,0,0,4,5,No
57,Male,Human Resources,Sales Representative,Divorced,13103,4,3,2,3,4,No,Travel_Rarely,17,9,1,2,4,4,Yes
18,Male,Research & Development,Manager,Married,7983,3,1,4,4,3,No,Travel_Rarely,5,3,0,2,3,4,No
33,Male,Research & Development,Laboratory Technician,Divorced,3112,11,3,3,4,1,No,Travel_Rarely,5,6,0,3,3,4,No
56,Female,Research & Development,Healthcare Representative,Single,9114,2,3,3,3,3,Yes,Travel_Frequently,15,2,0,0,3,5,No
22,Male,Research & Development,Human Resources,Single,3939,6,3,4,3,4,Yes,Travel_Rarely,15,7,0,2,3,3,No
39,Female,Research & Development,Sales Representative,Single,16488,11,4,3,1,2,No,Travel_Frequently,20,0,6,3,3,4,No
46,Female,Sales,Manufacturing Director,Married,19888,3,2,1,4,3,Yes,Travel_Rarely,11,3,3,0,3,3,No
20,Male,Research & Development,Sales Representative,Single,8724,5,1,2,2,2,No,Travel_Rarely,5,7,3,1,3,1,No
29,Female,Sales,Healthcare Representative,Single,2162,6,2,4,2,4,Yes,Travel_Frequently,28,9,6,1,4,2,No
43,Male,Sales,Research Scientist,Married,15281,4,3,4,4,2,Yes,Travel_Rarely,1,3,4,0,3,3,No
33,Male,Research & Development,Manager,Married,5538,3,3,1,4,1,No,Travel_Rarely,11,1,3,0,3,1,No
54,Male,Sales,Sales Representative,Married,4269,10,2,2,4,2,No,Travel_Rarely,11,1,5,1,3,2,No
39,Male,Research & Development,Research Director,Married,17906,2,2,1,3,3,No,Travel_Rarely,6,3,6,1,4,4,No
46,Female,Research & Development,Manager,Married,18740,4,1,2,2,3,No,Travel_Rarely,23,3,1,0,3,4,Yes
31,Female,Human Resources,Research Director,Married,10817,7,3,1,2,2,No,Travel_Rarely,8,1,5,3,3,4,No
45,Male,Research & Development,Sales Representative,Divorced,4608,6,2,3,2,1,Yes,Travel_Rarely,2,6,6,2,3,5,Yes
22,Male,Research & Development,Research Scientist,Married,18170,7,4,1,4,4,No,Travel_Rarely,15,5,3,2,4,5,No
47,Male,Research & Development,Manager,Married,16670,5,3,4,3,2,No,Travel_Rarely,23,2,1,0,3,5,No
22,Female,Research & Development,Human Resources,Married,14513,7,3,4,4,3,No,Travel_Rarely,22,7,1,2,3,5,No
29,Male,Sales,Manager,Single,9361,1,1,4,1,3,No,Non-Travel,9,7,0,1,3,1,Yes
33,Male,Research & Development,Manufacturing Director,Divorced,4519,6,4,1,1,2,No,Non-Travel,15,0,4,1,3,1,No
43,Female,Research & Development,Sales Representative,Single,13500,5,1,4,2,2,Yes,Travel_Rarely,8,2,0,2,4,4,No
43,Male,Sales,Laboratory Technician,Divorced,5541,15,4,4,4,2,Yes,Travel_Rarely,16,4,6,0,3,2,No
38,Female,Sales,Healthcare Representative,Single,11566,6,1,3,1,4,No,Non-Travel,27,1,0,1,3,5,Yes
56,Male,Research & Development,Sales Executive,Divorced,5798,3,4,3,1,3,No,Travel_Rarely,14,4,5,3,3,2,No
53,Female,Sales,Laboratory Technician,Married,17877,2,4,2,4,3,Yes,Travel_Rarely,15,9,3,3,4,1,Yes
50,Male,Sales,Research Director,Married,2094,5,4,2,3,3,No,Travel_Rarely,20,2,5,1,3,5,No
47,Male,Sales,Human Resources,Married,11977,7,2,2,4,4,Yes,Travel_Frequently,13,8,3,1,3,1,No
54,Female,Research & Development,Human Resources,Married,11682,3,3,1,4,1,No,Travel_Rarely,9,0,5,2,3,1,No
40,Female,Research & Development,Research Scientist,Married,2936,3,4,2,3,3,No,Travel_Frequently,1,3,1,0,3,3,No
27,Female,Research & Development,Manufacturing Director,Single,3864,4,2,1,2,3,No,Travel_Frequently,27,9,3,2,3,1,Yes
22,Male,Sales,Healthcare Representative,Married,8809,2,2,1,2,1,No,Travel_Rarely,6,5,3,0,3,4,No
53,Female,Research & Development,Laboratory Technician,Married,14787,3,1,2,2,4,No,Travel_Frequently,8,8,5,3,3,1,Yes
51,Male,Research & Development,Sales Executive,Single,6343,5,3,2,3,1,No,Travel_Rarely,27,2,2,3,4,5,No
48,Male,Research & Development,Manager,Married,2807,7,3,1,1,1,Yes,Travel_Rarely,27,2,1,0,3,4,No
27,Male,Research & Development,Research Scientist,Married,7245,5,1,3,3,1,No,Travel_Rarely,20,4,6,2,3,1,No
36,Female,Research & Development,Human Resources,Married,12506,7,3,4,4,1,Yes,Travel_Rarely,18,6,1,1,3,4,No
49,Female,Research & Development,Sales Executive,Divorced,16549,2,1,4,3,4,No,Travel_Rarely,27,4,6,0,3,1,Yes
18,Male,Research & Development,Human Resources,Married,13518,6,2,4,1,4,No,Travel_Rarely,18,7,2,2,3,4,No
22,Male,Sales,Sales Representative,Married,11239,4,2,3,1,1,No,Travel_Rarely,26,4,5,3,3,2,No
21,Male,Research & Development,Research Scientist,Married,15081,2,4,1,4,2,No,Travel_Rarely,17,6,5,1,3,3,No
33,Male,Research & Development,Manager,Divorced,3235,6,1,2,2,2,Yes,Travel_Rarely,21,5,1,3,4,4,No
41,Male,Research & Development,Research Director,Single,2371,3,2,1,1,2,No,Travel_Frequently,16,9,5,0,3,5,Yes
33,Female,Research & Development,Research Scientist,Married,4182,3,2,1,1,2,No,Travel_Rarely,13,1,4,3,3,3,No
19,Female,Research & Development,Healthcare Representative,Married,6884,4,1,2,1,3,No,Travel_Rarely,22,2,4,3,4,3,No
45,Female,Research & Development,Manager,Single,18461,4,2,3,4,4,Yes,Travel_Rarely,4,3,6,0,3,1,Yes
49,Male,Research & Development,Laboratory Technician,Single,15307,5,3,4,1,4,No,Travel_Rarely,4,4,2,1,3,4,No
44,Male,Research & Development,Research Scientist,Married,8859,4,2,4,2,1,No,Travel_Rarely,21,8,3,0,3,3,No
37,Male,Sales,Manager,Married,14571,6,1,1,4,3,No,Travel_Rarely,14,5,4,2,3,5,No
41,Female,Research & Development,Laboratory Technician,Divorced,19449,4,3,3,2,1,No,Travel_Rarely,5,0,6,0,4,5,No
29,Male,Research & Development,Research Scientist,Married,9291,7,3,4,1,1,No,Travel_Rarely,16,2,5,0,3,5,No
52,Female,Research & Development,Sales Executive,Married,16327,9,2,3,1,4,Yes,Non-Travel,14,6,2,1,3,1,No
50,Female,Sales,Research Director,Single,19224,3,4,2,2,3,Yes,Non-Travel,14,7,6,2,3,2,Yes
50,Male,Sales,Sales Executive,Single,16659,4,3,1,4,2,No,Travel_Rarely,14,6,6,3,4,4,No
60,Male,Sales,Healthcare Representative,Married,9873,3,1,1,4,4,Yes,Travel_Frequently,25,4,4,3,3,3,Yes
54,Female,Sales,Manager,Married,10877,4,4,3,2,3,No,Travel_Rarely,24,9,0,3,4,4,No
